text,labels
"I love being with you, holding you, and looking into your eyes, just hoping you feel the same about me. I love you so much, words cannot fully express it. Every moment I spend with you is a moment I cherish. I grow deeper in love with you more and more every day, and I do not know what I would do without you now. I long for your hugs and kisses. Sometimes I like to think my love for you is like a great dream, because I don't ever want to wake up and lose that love.I have found both love and friendship with you. We are not just lovers, we are also friends, and that is what makes our relationship so special because the greatest lovers don't always make the best of friends. When you feel that times can't get any worse, I will try my best to always make things better to make you happy, and I will be by your side whenever you need me. I hope I am and always will be in your heart and in your dreams forever. I love you.",1
"I just heard about your retirement plans, John. It sure will be dull around this greenhouse without you. You know, of course, that you are our source of community information. After landscaping more than half the yards in Springfield, you seem to know everyone and everything. We will miss you.Now you and Jane can hop in that motor home and head for Miami, but I know you'll be back. A man with a thumb as green as yours can't leave it stuck in that lifeless, Floridian sand for long. Come by and see my gorgeous chrysanthemums when you get home. Best wishes. ",0
I know we will always be together because you know all the tricks to melt my heart like April snow. You are my favorite magician in the whole world.,1
"There was a time when I thought dreams were enough for a broken heart. I guess I was wrong. The stars in the sky lost all their meaning. At times I feel the need to cry, and the night can't hide my tears. I try to hold onto our memories, but that's not enough to fill the void in my heart. I'm over you, at least I keep telling myself that, but it's not true, I still love you.",1
I don't know when I have been more affected by a sermon than I was this last Sunday. You touched on some points that hit pretty close to home. I was so glad you seemed to notice and took the time to talk to me after the service. Your kind words settled my heart and gave me very real hope. It is wonderful to leave a church service feeling uplifted and full of hope. I look forward to Sundays now more than ever before. Thank you for your unselfish service. ,0
"We rarely see each other or spend any time together anymore. Things seem changed. What has gone wrong? Do you want me to be in your future? Will you give this relationship the attention it deserves? How can a relationship survive if there is only one person doing the work of two? We are close only when we make love, but even that side of the relationship is suffering now.I'm not sure I can go on anymore the way things have been. I will let you go if I have to move on because we each deserve to be with someone who truly loves us.I do, however, want to give us one more try and if you too want to try, let's talk.",1
"Every day, every moment that goes by I think of you. My brain tells me to give up, but my heart says I can't stop loving you. I spend all day dreaming of the moment you would call to say you feel the same way. As much as I try to pretend, the truth is, I can't stop loving you. I don't know how to stop.I will cherish the moments we have spent together, from our very first kiss to our last. I miss the way you kissed me, the way you looked at me and rubbed my face. I miss you calling me ""Ms. Maynard"" (because you know it gets on my nerves). I miss you missing me, I miss everything about you. I miss our phone conversations, and the way we would spend hours talking about our native countries, and the different ways we grew up. But most of all, I miss my best friend.I will place the moments we've shared together in a time capsule and hide it in the most secret place of my heart. And maybe 20 years from now, if or when we meet again, maybe then we can both open the capsule together and be reminded of our wonderful friendship.Gosh, my life is miserable! I finally met the right guy (you), but he's not available. I'm in love with you, but we can't be together. I've got to tell you, though, for the first time in months, I can finally smile because, although you didn't say much the last time you called, I could tell you still cared.You can keep on denying it, you can keep hiding from it, but you are only lying to yourself. Every day I ask myself, ""Why, why do I feel this way? Why can't I stop loving you?"" Then it dawned on me--you've put a spell on me! Just kidding.Before I go, I want you to know that you will always have a special place in my heart and, like I've said many times before, I do not regret anything we've done. The only thing I regret is you telling me you love me, because since then you have given me nothing but the cold shoulder.Please don't be scared, I want nothing but your friendship, well--I do want more, but I am willing to settle for less. I am not trying to make you feel bad or push you further away. I am just trying to make you understand what's in my heart.I love you with all my heart, and I will always love you.",1
"I loved you, I love you and I will love you forever.",1
"You gave me a reason to live, dream, and fight. You make my days worth living. Thank you for being the only person who understands me!",1
"I am happy to inform you that Doe International has approved your loan application for $33,000 with interest to be paid at a 9.8 Annual Percentage Rate. As indicated in earlier correspondence, we expect the loan to be paid in full within seven years. An amortization schedule is enclosed. Please call me sometime during the week so that we can draw up the final papers. ",0
"I don't think there are any words strong enough to explain how I feel about you. I know saying, ""I love you,"" is very powerful, yet I feel it's not enough. You are everything to me because I see you in books, songs, poems, television and everything else. Some people compare loved ones with the sun, moon, and stars, but to me you can't compare to any of that because you're so much more than those things or anything else. When I say that you're everything, I mean, you're the air that I breathe, the light in my life, the reason I get up every morning. If it wasn't for you, that smile you see on my face every day and the glow I have in my cheeks wouldn't be there anymore. You truly are my life and there is no one I would rather spend my life with than you. I love you more than words could ever express.",1
"My desire for you grows with every passing day. I love everything about you. You are a warm, loving, sensitive, charming man with a sense of humor, too! I find you very attractive. When I look into your eyes, I can feel your desire for me. I only want to be with you, please you, and give you the same happiness that you have given me. If I were granted but one wish, it would be to spend an eternity with you. I love you.",1
"The Springfield Library Story Hour has been so well attended that we are planning to expand the program to 6 mornings each week. This means that we need to recruit more volunteers to read to the children. Would you be willing to read to the preschoolers for an hour, from 10 to 11 a.m. on one or two mornings each month? People still talk about the week you filled in for us when Jane was ill. You really brought those stories to life!We have a number of days still available and are asking our readers to choose a particular day, for example, the first Thursday or second Tuesday of every month. It would be fairly easy to trade on those days, if necessary. Please call me at 555-5555 if you have any questions or to sign up. ",0
"I was glad to hear you had finished your article but didn't realize until I read it what a remarkable job you had done. I can only imagine the time and patience it took to gather and analyze all the data, let alone to present it in such a revealing way. Jane and I have taken the liberty of sharing it with some of our friends and they are equally impressed.You undoubtedly have a promising future in journalism as you continue to do this type of investigative reporting. What you are doing is a great service to all of us. We hope you will continue. ",0
"I know that I'm not perfect, but I know that I don't want to give you up. I have waited too long to hold you in my arms. I know that we belong together. I love you a lot, and I know that you know that. I guess I just need to vent and let you know how I feel. Please don't take my venting the wrong way. I do love you and don't want to break up with you. That would just make me even more imperfect than I already am.",1
You make me feel alive every moment. You are the reason behind every joy and every smile of my life. I love you so deeply!,1
"Doe Sports Shop, your exclusive source for high tech camping equipment, announces the latest in high country hiking boots. The new lightweight, waterproof boots with special ankle supports are available now at special introductory prices.Designed for rugged terrain and wet conditions, the new boots are proving to be a hiker's dream come true. ""You have to wear them to appreciate what a difference they can make,"" says John Doe, who recently returned from a 10-day hike in the Uinta Mountains.The boots are available only at the Sports Shop. Drop in and see what they can do for you on your next outing. ",0
"My darling Clemmie, In your letter from Madras you wrote some words very dear to me, about my having enriched your life. I cannot tell you what pleasure this gave me, because I always feel so overwhelmingly in your debt, if there can be accounts in love…. What it has been to me to live all these years in your heart and companionship no phrases can convey. Time passes swiftly, but is it not joyous to see how great and growing is the treasure we have gathered together, amid the storms and stresses of so many eventful and to millions tragic and terrible years? Your loving husband",1
"There has been an error in your favor! You overpaid your account by $85.00 last month, and we have credited this amount to your account to be used toward future purchases. If you prefer, however, we can send you a refund check. Just call 555-5555 and our customer service representative will honor your request. ",0
"You say that you are feeling my absence very much, and your only comfort when I am not there is to hold my writings in your hand and often put them in my place by your side. I like to think that you miss me and find relief in this sort of consolation. I, too, am always reading your letters, and returning to them again and again as if they were new to me — but this only fans the fire of my longing for you. If your letters are so dear to me, you can imagine how I delight in your company; do write as often as you can, although you give me pleasure mingled with pain.",1
"Never in my wildest dreams did I ever believe this could ever happen. I never expected to fall so deeply in love so fast. It all started last week with your first email to me: ""Call me, we need to talk!"" I was just online trying to catch up with some friends, and I had the pleasure of seeing your email message in my mailbox. I wanted to wait a few days before calling you, but my heart had other plans. So I called you a few hours later and that was the beginning of this love affair to remember.I remember we talked for hours about anything and everything. When you asked me to come to NYC to visit, I was scared at first, but again my heart spoke for me. I decided to take a chance and see what would happen, but I never expected we would say we loved each other even before we met in person. Now don't get me wrong--I believe in love at first sight, but I thought I would be the last person to be bitten by that bug. When you surprised me with a dozen long-stemmed roses last Wednesday, however, I received a confirmation that had been in my heart since Sunday--that I loved you. When you said, ""I love you,"" it gave me a little tingle in the pit of my stomach. Something I had never felt before.When we saw each other Thursday night for the first time, I knew you were real and not just a dream that I hoped would come true. The time we spent together in NYC was magical and so romantic that I never wanted it to end. When you asked me to move to NYC, how could I say, ""No""? When you said you wanted me to be your wife, how could I say, ""no""? Even though we live apart right now, I have faith that in due time this will all come to an end, and we will be together forever. I love you more than words could ever show, and I know you love me too. Like the saying goes, ""Distance makes the heart grow fonder."" Well, my heart has always been and will continue to be quite fond of you. I love you more today than yesterday, and I will love you more tomorrow than I do today!",1
No matter what has happened. No matter what you've done. No matter what you will do. I will always love you.,1
"Your leaving marks the end of an era here at Doe's. I know we will all come to appreciate you even more when we try to fill the void that you will leave. In your 23 years here you have been a mentor to all of us. You have taken this department to the leading edge of the industry, which is the kind of record any company should envy. Even more important though are the friendships you have developed over that time. We will all miss you very much. ",0
"I support John Doe's application for employment with your company. I am the secretary of the mathematics department at State University, where John was a math major for two years in the late '80s. During the time I knew him, John was a serious student, always pursuing new interests. I would be glad to answer any pertinent questions about John's record in this department. It is always rewarding to see students find work in positions they deserve. ",0
"John, your dedication to giving our neighborhood a political voice has been invaluable. Now that you have stepped down, we want to express our appreciation for all you have done in our behalf. Your efforts in organizing this committee impressed both the Mayor and the County Commissioners. Also crucial was your willingness to host those first meetings in your own home. We hope you will accept the enclosed token of our gratitude and that you will continue to be a voice for good in the neighborhood. ",0
"We are offering all Doe customers a chance to save up to 45% on computer software this Saturday, March 15, from 8:00 a.m. to 9:00 p.m., at our Main Street store. Receive discounts on all the latest software packages by bringing canned food for the homeless. The more food you bring, the more you save. Plan to be there! ",0
"Because management refuses to revise the terms of our contract, Local 1234 has no choice but to announce a strike, effective immediately. If management agrees to restore dental insurance benefits and to add reasonable periodical cost-of-living wage increases, the union is ready to recommend acceptance of the rest of the contract. Our position is sound and we hope to see speedy resolution to these outstanding issues, so that we may again provide the kind of excellent work and efficiency Local 1234 members are known for. ",0
I was horrified to read on the front page of the Springfield Star that I am planning to divorce my husband of 28 years. There is no truth whatever to this statement. Serious errors of this nature cause great distress to all those concerned. I hereby request that you print an immediate retraction and apology. I expect the retraction to receive the same prominence as the original article did. ,0
"I'm sure it was very disappointing to lose the Doe account after all your hard work. However, I want you to know I have never seen a more polished first-time presentation by a new employee. Given your skills, I am confident that you will have many more opportunities to make sales presentations for the company, and that many of them will result in new accounts. ",0
You are the reason for my smile and my happiness. I love you endlessly!,1
"Thanks for your input during last Thursday's unit meeting. As your overtime hours have increased, we too have come to realize the unreasonable scope of your present job description. After adding six typesetting projects a month to your regular editing workload, we have decided to hire an assistant unit manager to relieve you of several administrative tasks.While this assistant will alleviate much of your burden, we still plan to increase the number of monthly typesetting projects in your unit from 12 to 18. This increase, however, will occur only incrementally, and additional personnel will be assigned to your unit to help handle the load. Specifically, we plan to transfer two editors from Eric Doe's unit to yours. You will be responsible for training them as part-time typesetters over the next three months. If you can have them up to speed by May, we will then begin expanding to eighteen projects a month.We will need your continued feedback during this transition phase and expect to consult with you frequently. Above all, we are eager to see your daily workload confined to a manageable number of hours. With an assistant, this should begin to happen immediately. ",0
"You are my dream come true, my soul mate, my angel sent from above. I never thought it was possible to love someone the way I love you, but that was before I met you. We met differently than other couples--we met online. I didn't get to hold you, feel you, caress your silky skin, touch your lips, but I carried you with me all day long in my heart. My love for you grows more and more with every day that goes by. You know that I love you more than anything; that's why I don't understand why you ask me if I love you, or how do I love you? You don't need to have doubts because my love for you is real and always will be. If I stay quiet and don't say anything when you ask me that, it's not because I don't want to answer or don't know what to say, it's because there isn't anything that can describe my love for you. There isn't anything as amazing as you are, Honey. I will love you today, tomorrow, and FOREVER!",1
"It's been a long time since we've spoken or even seen each other. When we were together, it felt so right. I miss the way you would hold me. I wish you knew how much you meant to me. I know this is all my fault and I wish I could take everything back. I think about you all the time. You're always on my mind. You were the best thing that ever happened to me. I pray that one day we will meet again and things will be like they used to be. It was only when I was with you that I felt special and felt the love that words can't describe. I will always love you and you will always have a special place in my heart.",1
"You are half of my soul, and you serve as the purpose of my existence. I love you, baby!",1
"While currently searching for a challenging opportunity working as a (Name of Position), I have been researching for information about the strongest (Name of Industry) companies in the region. Your organization is by far the most fascinating and attractive group.I am writing today, therefore, to express my excitement about the purpose and practice of (Name of Company) and my sincere interest to learn of employment opportunities for which I might apply. As the enclosed resume demonstrates, my experiences and abilities make me highly compatible with the culture and direction of your company, and so I would greatly appreciate being notified about any suitable opportunities.If you have any questions, of if you would like to discuss further the talents I could offer, I would warmly welcome the opportunity to speak with you in person or over the phone. Please feel free to contact me at any time. ",0
"I just wanted to let you know that I have started a business of my own and am looking for people who are personable, open-minded, hard-working, and who are looking to make extra income or perhaps make a career change.Do you know anyone like that?My new business is selling a product line of nutritional products that help you by:*(list prominent features)If you know anyone, or are interested yourself, please let me know. ",0
"CONFIR_L.115 -- Confirming receipt of an order from a customerThank you for your letter concerning the order you placed with one of our student dealers. We have notified the dealer of your desire to change the order and anticipate no delays, so the order will still arrive at your home at the time originally planned. If there is to be a refund because of the change, we will be happy to return the appropriate amount with the order.We hope that you and your family will benefit from the books for many years to come. If we can be of further service, please contact us at 555-5555. ",0
"The events of this past week might have left some ambiguity concerning our priorities. To move forward as a team, we must remove any uncertainties and accept the challenges that lie ahead. Let me restate our decisions. First, we must meet the October 15 deadline. Our holiday sales depend on that date. Second, we must release a quality product. We realize this might require long hours and time away from your families. We want to make it up to your families and are formulating a completion bonus.We have the best team in the industry. We are close to the finish line and can see the flags waving ahead. We need one last burst of energy and commitment from each of you. For now, stop working, go home, and take the remainder of the day off. Tomorrow we'll meet in the main conference room at 8:00 a.m. for a kick-off meeting to begin the last stretch of the race. ",0
"Ever since you came into my life with this heavenly made gift called ""love,"" I have noticed so many changes in my lonely world. You made me believe again that love comes to those who know and listen to the music of love.You have touched my life in so many ways, like being here for me at a time when I thought all hope was lost. When I was deserted and thought that the world had come to an end, you stood by me through all the rough and difficult times. You made me understand that life is all about appreciation and understanding, but must be appreciated first before there can be understanding, and neither can exist without having experienced love first.I want to make this promise to you, based on the love that you have shown me, and the things you have done to teach me again what hope means. I declare my love for you alone, no one but you, and that is from the bottom of my heart. I promise to be there for you, both in good and in bad times, because you are worth everything to me.I pray the Lord will watch over us till the end of time.",1
"“Women are meant to be loved, not to be understood.” - Oscar Wilde",1
"In memory of my deceased grandfather, John Doe, our family wishes to donate $20,000 toward the building of your new library.Throughout his years, Grandfather stressed the importance of education and reading to all of his children and grandchildren. We feel that this is what he would have wanted us to do with the money that he left for charity.Thank you for helping us honor his memory in this way. Best wishes to you as you complete the building. ",0
"You inquired about the credit worthiness of Mr. John Doe and Doe Corporation. Enclosed are copies of their credit history with us. Of course, the reports are confidential. Please be discreet in using them.Mr. Doe and Doe Corporation were once superior customers of ours. Over the last year and a half, their payment history has deteriorated to the point that their accounts are running at least 90 days past due. We have notified them that future purchases are cash only. ",0
"Exciting things are happening at Doe Chemical, and we want to share some important news with you. Loyalty from customers like you has fueled continued growth, making a move to a new facility necessary. Your representative's name, address, and phone number have changed, as shown below:This is just one of many exciting developments. Call John Doe to find out more. ",0
"I do not know who you are, or how you are at this moment, but I just want you to know that I hold onto life and look forward to the day you will meet me. I hate fate for letting me meet you so late in life but, no matter what the consequences, I will be strong, and I will look into the future because of you. I hope you can feel my love, wherever you are. May God send you joy and peace, love and happiness, until the day I find you.Life can be cruel, but it all works for our good in the end. I love you, even when you're still a mystery to me. Maybe the promise of our future love makes us go through everything we're going through now, but please know that my thoughts are with yours now. Take care of yourself for me, and I hope you will try to seek me out as much as I do you.",1
"It's been over a year now, and somehow we've made it! No matter what mistakes either one of us have made, you, at least, were determined to keep our love alive. I'll never be able to thank you enough for that. You are the reason I still live, love, and laugh! You mean everything to me.Sometimes you ask me why I love you, but I don't answer. I know you must believe that it is because I really don't love you or because I can't think of a reason. No, it's just that when you ask me, I don't know where to start. The thought leaves me breathless. Our love means the world to me, and I do love you.",1
"I have received your request to participate in next month's advanced computer training. Your enthusiasm for education is admirable. I am sorry that all available training slots are filled for that course. However, I have put you at the head of the list for the next training, which takes place in two months. I hope you can stand the wait. Best wishes in your work at Doe. ",0
"We are pleased to announce the grand opening of Doe Computer and Television Service at 1600 Main Street in Springfield. John Doe and his son, Eric, bring to their business over 30 years of experience in the electronics industry. They are committed to expert service at sensible prices.During the month of September, Doe Service will omit the diagnostic fees for any repair job, and will give a 10% discount on any computer, VCR, or television purchased before September 15. Even if you have no need for electronic equipment today, drop in for a free drink and to get acquainted. It's our way of celebrating our grand opening. ",0
"You know, we are like the two socks of a pair and like the birds of the same feather. You fulfill my life with your presence, and I am so lucky to have you!",1
I don't need a thousand reasons to feel special. All I need is you to live in this world. You are the sunshine of my life.,1
"I just hope you read this letter. You know I've tried every other way to tell you how I feel about you except using the phrase, ""I love you."" I'm doing this to avoid you being embarrassed. I can say I'm not 100% sure you feel the same way as I do now. Maybe the distance between us now is making things more difficult. I do believe, my love, that if by coincidence you read this mail, you know I am saying this to you: I love you and always will. I can't help but tell you this.",1
"I received your request for a letter of recommendation yesterday and hope you will understand if I decline. Letters of recommendation carry the most weight when they are from people such as colleagues and supervisors who know your job skills and work habits. We work in completely different divisions of the company, and I have known you for such a short time that I can hardly speak with authority about your professional abilities.I am flattered that you would ask for a recommendation from me, but as a matter of strategy in your job search, I think someone else would be a better choice.Best of luck in your job search! ",0
I'll always find my way back to you no matter where life takes us. You are my perfect soulmate and the only person who knows me better than anyone. I am grateful for every single happy moment I have spent with you! You're my only reason to smile.,1
"You have asked for my advice regarding the conflict and misunderstanding between you and John Doe. Differences in personality can create very strained relations in an office. I realize that you have tried to discuss your differences with John, without success.I appreciate your concern and your efforts to resolve the problem. I plan to meet with John this afternoon to discuss the situation. Then, if I consider it appropriate, I will arrange a time when the three of us can get together, clear the air, and find a way for everyone to be able to work together.Again, I want to express appreciation for your concern and your desire to establish a more congenial relationship. I will speak to you further about the matter after John and I have met. ",0
"When my sky turns gray, and the thunder starts to roll, and it seems as if tomorrow will never come, I turn to you. The look in your eyes, the touch of your hands, the sound of your voice--it's all I need to brighten my day and blow the rainy clouds away. You are my angel from above, sent to me. Why? I do not know, but what I do know is that I don't deserve it. When I look into your eyes and feel your gentle touch, it sends chills up my spine, sending me into an ecstasy beyond explanation.Babe, you drive me wild! Just the way you look in my eyes sends my head spinning and the stars start to shine. The sound of your voice starts my heart pumping so, Babe, you can only imagine what it's like when you wrap your arms around me and I feel your warm breath on my cheek. You make my body shiver in bliss, my breath is taken away, I see the stars, Babe, and it's all because of you. It's amazing how you knock me off my feet; every time you come around me, I get weak.Dream maker, make my dreams come true tonight! If I close my eyes, will you hold me tight all night? Will you be here by my side when my nights are cold and lonely? Will you give me your love that I crave so deeply? I cannot imagine my life without you now. You are everything inside me that I wish I could be and so much more. I look at my life before I knew your love, and I don't know how I ever survived.As I said before, you are my angel, my miracle. I never knew that someone like you was out there, just waiting for me to find her. Well, I did find you, Babe, and now that I have you, I will never let you go!Babe, just confide in me your deepest feelings, tell me your fantasies, and they shall all be fulfilled. I will do anything it takes to make you happy because that is the only thing that matters to me anymore. You are perfect in my eyes, and there is absolutely nothing that I would ever change about you. I know that no one can be perfect but you, Babe, in my eyes, are as perfect as anyone could be. It leaves me amazed, yet blessed, to have found someone as special as you are.Babe, I'm going to be sitting here waiting; waiting for your phone call and then waiting for the day I will actually see you. A little distance between us is going to drive me crazy, but I know it'll all work out just fine. Till then, I will just be waiting for the day when we will actually be together.I love you.Hugs, misses, and butterfly kisses,",1
"Doe's Engines now offers a heart transplant for your car! You can bring your broken car in and pick it up in two days with a rebuilt engine installed and guaranteed to run 30,000 miles or three years! This new service is very reasonably priced. Call today to get an estimate to put a new heart in your car! ",0
"The deadline for certification on the new presses is rapidly approaching. Those not certified in their operation please make an appointment with John Doe before this Friday. There are two sessions left before he begins training at another facility. Please do not be intimidated by the intensive training. This sophisticated new equipment, run properly, will make all of our jobs easier. ",0
"I just wanted to tell you how much you mean to me. I've loved you since we first met. You are my prince and my angel. Though I don't always say this to you, I want you to know that I love you very much. I can't afford to let you go because you're the reason I've changed so much for the better! I love you and I need you.",1
"My dear Friend, Yes, I have told you, and repeat it: I love you dearly. You certainly said the same thing to me, I begin to know the world. I will tell you what I suggest, now: pay attention. I don’t want to remain a shopgirl, but a little more my own mistress, and would therefore like to find someone to keep me. If I did not love you, I would try to get money from you; I would say to you, you shall begin by renting me a room and furnishing it; only as you told me that you are not rich, you can take me to your own place. It will not cost you anymore rent, nor more for your table and the rest of your housekeeping. To keep me and my headdress will be the only expense, and for those give me one hundred livres a month, and that will include everything. Thus we could both live happily, and you would never again have to complain about my refusal. If you love me, accept this proposal; but if you do not love me, then let each of us try his luck elsewhere. Good-by, I embrace you heartily, Jeanne Rancon",1
"I have reviewed your account with Doe International and note that it is 90 days past due.The payment of $500.00 you promised two months ago still has not been received. Consequently, I must inform you that I have closed your credit account with us.Doe appreciates your doing business with us and hopes that we can continue on a cash basis while you resolve your delinquent balance. I hope we can continue to have good associations. I wish you well. ",0
"It is with mixed emotions that I announce the retirement of Jane Doe, our department secretary. She has provided us with 37 years of devoted service. I don't know how we will get along without her!Jane's attention to detail, while keeping the broader picture in mind, has been invaluable. Her willingness to put in extra time and effort to help us meet deadlines has demonstrated a commitment to excellence that we have come to depend upon. I personally owe her a debt of gratitude for all the times she has helped keep me on track, on time, and within our budget. In addition to her incredible competence and skill, she has been a friend to all with her thoughtfulness and quiet encouragement.I invite you to join me in showing Jane our tremendous appreciation at a retirement luncheon that will be held in the staff lounge on her last day of work, Friday, June 30. We invite everyone to attend and share your memories of working with Jane, and to wish her a wonderful retirement. ",0
"Thank you for your suggestion that we enlarge the women's rest rooms. We requested remodeling estimates and were disappointed to learn that a major renovation costing over $90,000 would be needed. The cost is prohibitive and means that the improvements will have to wait two years until we build another wing. In the new wing, we have planned more and better women's facilities. Thanks for caring enough to submit your suggestion. ",0
"This morning, regretfully, I received your letter of intent to resign from your position as administrative assistant. I accept your resignation and appreciate your giving me sufficient notice in time to find a competent replacement.In addition to having an exceptional attendance record, an excellent work ethic, and an enviable talent to write well, you have been a loyal friend. Finding someone to fill your shoes will be no easy task. Nevertheless, I wish you all the best in your future endeavors. You deserve it. ",0
"Yes, Marquis, I will keep my word with you, and upon all occasions shall speak the truth, though I sometimes tell it at my own expense. I have more firmness of mind than perhaps you may imagine, and ’tis very probable that in the course of this correspondence, you will think I push this quality too far, even to severity. But then, please to remember that I have only the outside of a woman, and that my heart and mind are wholly masculine…. Shall I tell you what makes love so dangerous? ‘Tis the too high idea we are apt to form it. But to speak the truth, love, considered as passion, is merely a blind instinct, that we should rate accordingly. It is an appetite, which inclines us to one object, rather than another, without our being able to account for our taste. Considered as a bond of friendship, where reason presides, it is no longer a passion and loses the very name of love. It becomes esteem: which is indeed a very pleasing appetite, but too tranquil; and therefore incapable of rousing you from you present supineness. If you madly trace the footsteps of our ancient heroes of romance, adopting their extravagant sentiments, you will soon experience, that such false chivalry metamorphoses this charming passion into a melancholy folly; nay, often a tragical one: a perfect frenzy! but divest it of all the borrowed pomp and opinion, and you will then perceive how much it will contribute both to your happiness and pleasure. Be assured that if either reason or knight errantry should be permitted to form the union of our hearts, love would become a state of apathy and madness. The only way to avoid these extremes, is to pursue the course I pointed out to you. At present you have no occasion for any thing more than mere amusement, and believe me, you will not meet it except among women of the character I speak of. Your heart wants occupation; and they are framed to supply the void. At least, give my prescription a fair trial, and I will be answerable for the success. I promised to reason with you, and I think I have kept my word. Farewell...",1
"Doe Corporation has a work environment that promotes diversity, embraces change, and provides leadership opportunities to every team member. We are on a fast track within the applications industry and are seeking highly skilled professionals to take us even further.So if you are looking to make a move and are a highly motivated professional who welcomes new challenges, take a look at Doe Corporation... We have your next GREAT OPPORTUNITY!Contact us at (phone, fax, and e-mail). ",0
"You are my very special Valentine, and I am lucky to have you in my life. From the very first moment that our eyes met, I knew that I had to be with you.A popular movie star said to his girlfriend, ""You complete me."" I feel that way about you because without you, I would be one sad and lonely person.So I take this special day to tell you that I love you very much and hope that you will always love me.",1
"We want to hear your ideas on how to bring more customers into our garden area during January and February. We encourage each of you to write your suggestions on paper and put them in the office suggestion box. We are awarding two free dinners at Does for the winning suggestion. All employees can benefit through our profit sharing plan if our garden area can be made more productive through the winter months. I know the best ideas come from our employees, and I look forward to your suggestions. ",0
"The love that we share has grown so strong that it has become unbreakable now. We've been through a lot of ups and downs that sometimes brought us to the edge of saying goodbye. But, together, you and I found our way back to each other. We just couldn't stand being apart anymore.I love you more than words can say. I love you with everything I have to give. As the poet wrote: ""Across the years, I will walk with you in deep green forests, on shores of sand; and when our time on earth is through, in Heaven, too, you will have my hand."" I can't wait to spend the rest of my life with you! I Thank God every day that He sent you to me and that He gave us this amazing love that is untouchable! My baby, my love, my friend, you are my life, and we belong to each other.So long as I can breathe or I can see, as long as you live, because that's what gives life to me now. I promise my love to you now and for the rest of my life. I love you with all my heart and all my soul. I'm here forever, by your side, for always. You mean the world to me, and I would do anything for you. You've taken my whole heart into your hands, and what I feel for you can never be replaced. Only you have my love. We're going to have the most amazing future ahead of us and, remember, our day is coming, sooner than we think! My love, I'm here to take care of you and to be together with you for eternity! I love you always!",1
"The Doe Arts CenterWe are very pleased and proud to welcome the Moscow Opera to the Doe Arts Center this May. This engagement, made possible through the extraordinary generosity of patrons like you, marks the beginning of an unparalleled ten years of annual engagements of the Moscow Opera under the leadership of our good friend and artistic director, John Doe. With his vision, Mr. Doe has both revitalized the company with new productions, and renewed their reputation as one of the world's great artistic treasures.At its home in the famed Doeinsky Theater in Moscow, Russia, the company has been an artistic dynasty for several generations, with its opera, ballet, and orchestra considered being among the world's finest.We take great pleasure in bringing these exclusive appearances to your attention and are delighted to offer you the opportunity to purchase tickets in advance of the public sales date. We hope you share our excitement about these performances and will join us.Thank you for your continued patronage. ",0
"I am really honored you chose to come to me with your question. I have been thinking about you and Jane for a few weeks now. From where I stand it seems as though you two have come to an impasse. I can only recommend you spend some time apart. Often separation provides the perspective needed to know in which direction to proceed. You may not know this, but Suzanne and I separated briefly several years ago. She stayed with her parents for a few weeks. It really renewed our appreciation for one another. Time apart may not be the solution for you two. I can only tell you about our experience. Whatever route you take, I hope you will be able to work things out. You will always have my support. ",0
"You give me a reason to wake up every day, a dream to fight for, a life worth living off. I love you, my man.",1
"The package you sent arrived today in good condition. As always, we appreciate your thoughtfulness. We are eager to open it but will wait until the holidays. I put the package in a safe place because little John found weighing and shaking it was not enough.We'll call you as soon as we open it. Your generosity and love for the children will always be remembered. ",0
"We received your payment envelope mailed on June 14; however, the check was not enclosed, undoubtedly an oversight. Please examine your records and send a check for $150 to cover the June 1 payment. Let me also take this opportunity to thank you for your order. You are a valued customer. ",0
"I have just finished reading the article you wrote on recycling published in the June issue of Springfield Journal. I want to tell you how much I appreciated your clearly written and thought-provoking article.While much has been written on this topic, your article expresses both the positive and negative aspects of this important topic, without taking an emotional stance on either side of the issue.Thank you for your thorough research and clear writing. ",0
"I received your letter my ever dearest Maria, this morning. You know my anxious disposition too well not be aware how much I feel at this time. At the distance we are from each other every fear will obtrude itself on my mind. Let me hope that you are not really worse than your kindness, your affection, for me make you say…I think…that no more molestation will arise to the recovery of your health, which I pray for beyond every other blessing under heaven. Let us…think only of the blessings that providence may yet have in store for us and that we may yet possess. I am happy in love–an affection exceeding a thousand times my deserts, which has continued so many years, and is yet undiminished…Never will I marry in this world if I marry not you. Truly can I say that for the seven years since I avowed my love for you, I have…foregone all company, and the society of all females (except my own relations) for your sake. I am still ready to make my sacrifice for you…I will submit to any thing you may command me–but cease to respect, to love and adore you I never can or will. I must still think that we should have married long ago–we should have had many troubles–but we have yet had no joys, and we could not have starved…Your FRIENDS have never been without a hope of parting us and see what that has cost us both–but no more. Believe me, my beloved & ever dearest Maria, most faithfully yours, John",1
